"","MFCC.Overall.Standard.Deviation0","MFCC.Overall.Standard.Deviation1","MFCC.Overall.Standard.Deviation2","MFCC.Overall.Standard.Deviation3","MFCC.Overall.Standard.Deviation4","MFCC.Overall.Standard.Deviation5","MFCC.Overall.Standard.Deviation6","MFCC.Overall.Standard.Deviation7","MFCC.Overall.Standard.Deviation8","MFCC.Overall.Standard.Deviation9","MFCC.Overall.Standard.Deviation10","MFCC.Overall.Standard.Deviation11","MFCC.Overall.Standard.Deviation12","MFCC.Overall.Average0","MFCC.Overall.Average1","MFCC.Overall.Average2","MFCC.Overall.Average3","MFCC.Overall.Average4","MFCC.Overall.Average5","MFCC.Overall.Average6","MFCC.Overall.Average7","MFCC.Overall.Average8","MFCC.Overall.Average9","MFCC.Overall.Average10","MFCC.Overall.Average11","MFCC.Overall.Average12","CLASS"
"477",72.36,3.095,3.327,3.294,2.155,1.908,2.013,2.341,1.964,1.27,1.262,1.521,0.9682,-212.8,18.95,1.783,0.8664,2.984,2.345,-0.06851,2.56,-0.4966,0.449,0.06694,0.4669,-0.6611,1
"478",4.9,0.7439,1.484,1.791,1.302,1.386,1.529,1.333,1.49,1.163,1.064,1.36,0.9335,-151.5,18.97,-1.753,-3.96,4.171,0.5789,-4.167,4.801,-4.453,0.7639,-0.05977,-1.669,-0.4042,0
"479",9.628,1.674,3.474,3.452,1.633,1.473,1.909,2.892,1.714,1.418,1.121,1.382,0.9188,-185.1,20.09,2.774,2.264,4.394,3.953,0.8924,2.721,-0.533,-0.01904,-0.4074,0.8489,-0.7257,0
"480",6.808,1.316,2.856,3.127,1.405,1.449,2.253,2.243,2.049,1.364,1.195,1.228,0.88,-222.7,19.36,2.041,1.823,4.709,3.938,-0.3163,2.397,-0.215,0.6627,-0.9011,0.6753,-0.7668,0
"481",4.826,0.7362,2.041,2.549,1.204,1.565,2.076,1.65,2.085,1.104,1.069,1.382,0.793,-176.8,19.19,-0.3747,-1.472,4.432,2.417,-2.105,4.685,-1.818,1.396,-0.2216,-0.5959,-1.035,0
"482",12,1.508,2.848,2.545,2.497,2.022,2.065,2.042,1.746,1.344,1.435,1.493,0.931,-190.8,22.1,8.676,8.394,2.906,3.754,3.504,-1.926,2.351,-1.112,-0.7467,0.1748,-0.4788,0
"483",9.21,1.415,3.124,3.161,1.662,1.539,1.958,2.685,1.833,1.229,1.241,1.265,0.9107,-214.7,20.73,5.476,5.27,4.303,4.656,2.239,0.5725,1.137,-0.4865,-0.792,1.003,-0.7375,0
"484",6.286,1.107,2.893,3.483,1.339,1.93,2.554,2.195,2.466,1.3,1.177,1.43,0.8662,-191.1,19.25,0.9433,0.3696,4.477,3.184,-0.5581,3.728,-0.01531,1.876,-0.3181,0.09357,-1.102,0
"485",16.68,2.341,3.782,3.984,2.201,1.431,2.595,2.277,2.072,1.15,1.196,1.26,0.853,-221.4,19.3,3.166,1.929,3.145,2.347,-0.0928,1.051,0.1945,0.05661,-0.5584,0.121,-0.6208,0
"486",8.201,1.314,2.9,2.934,1.546,1.372,1.998,2.367,1.871,1.275,1.126,1.23,0.9102,-199.9,20.16,3.624,3.56,4.343,3.975,0.3713,1.047,0.3381,0.1855,-1.063,0.7566,-0.7249,0
"487",5.474,1.079,2.285,2.668,1.422,1.647,2.057,1.816,2.013,1.235,1.099,1.422,0.8828,-182.6,18.92,0.1253,-0.1937,5.192,3.724,-1.512,3.889,-0.9035,1.423,-0.7165,0.5889,-0.8553,0
"488",6.248,0.8526,2.603,3.226,1.329,1.956,2.605,2.054,2.935,1.223,1.112,1.762,0.901,-197.1,18.1,-1.569,-2.343,6.023,3.571,-2.635,4.849,-2.004,1.484,-1.288,0.2701,-0.623,0
"489",4.724,0.7888,1.862,2.308,1.297,1.585,1.958,1.489,1.902,1.21,1.086,1.265,0.8634,-182.9,19.25,-0.113,-0.6778,5.056,3.531,-1.081,5.036,-1.515,1.228,-0.5427,0.02779,-0.9093,0
"490",5.234,0.7709,2.058,2.618,1.208,1.684,2.084,1.609,2.179,1.116,1.125,1.464,0.8019,-177.5,19.09,-0.5569,-1.772,4.642,2.327,-2.43,4.689,-1.944,1.52,-0.286,-0.6258,-0.9958,0
"491",13.01,1.591,3.063,2.735,2.58,2.083,2.073,2.207,1.699,1.404,1.464,1.507,0.9165,-193.1,21.84,8.207,8.016,3.331,4.011,3.164,-1.662,2.347,-0.8361,-0.8157,0.3465,-0.5408,0
"492",5.485,0.9333,2.224,2.571,1.317,1.58,2.078,1.747,2.089,1.227,1.072,1.391,0.9194,-177.4,18.86,-0.1291,-0.6034,5.137,3.649,-1.289,4.244,-1.559,0.9509,-0.6519,0.5253,-1.092,0
"493",6.808,1.036,2.477,2.816,1.397,1.365,1.79,2.154,1.803,1.198,1.117,1.227,0.8533,-193,19.03,0.2175,-0.6685,4.891,3.078,-1.482,3.943,-1.414,1.189,-0.5192,0.3527,-0.5208,0
"494",5.744,0.947,2.219,2.663,1.308,1.583,1.955,1.759,1.907,1.18,1.096,1.292,0.8857,-162,18.54,-0.743,-1.222,5.559,3.791,-1.874,4.925,-1.403,1.745,-0.6978,0.7785,-0.6241,0
"495",5.76,0.892,2.309,2.74,1.339,1.595,2.141,1.935,2.142,1.156,1.113,1.343,0.9231,-181.4,18.79,-0.7527,-1.329,4.274,2.522,-1.85,4.552,-1.938,1.192,-0.7276,-0.6315,-0.9737,0
"496",4.374,0.853,1.728,2.06,1.313,1.423,1.661,1.57,1.544,1.255,1.16,1.324,0.903,-193.4,18.84,-0.7999,-1.926,5.033,2.844,-2.045,4.998,-2.348,1.101,-0.3872,-0.1176,-0.5931,0
"497",7.618,0.9395,3.187,4.053,1.381,2.228,3.161,2.278,3.236,1.266,1.082,1.755,0.8573,-202.2,18.82,0.4798,-0.4122,5.053,3.302,-1.013,3.645,-1.602,0.4933,-0.5425,0.08877,-1.321,0
"498",9.889,1.413,3.727,3.823,1.731,1.599,2.649,2.912,2.497,1.363,1.132,1.21,0.8628,-226.2,19.46,3.768,3.767,5.21,5.384,1.751,1.567,1.159,0.2778,-0.4638,1.745,-1.359,0
"499",4.445,0.799,1.87,2.323,1.266,1.593,1.883,1.527,1.949,1.227,1.076,1.259,0.876,-179.6,19.15,-0.3228,-1.356,4.507,2.667,-2.066,4.353,-2.29,0.954,-0.1489,0.3045,-0.03816,0
"500",3.133,0.6293,1.186,1.243,1.255,1.22,1.222,1.292,1.09,1.187,1.089,1.192,0.9266,-116.8,18.63,-2.96,-5.207,5.343,0.9738,-5.111,5.822,-5.086,1.048,-0.5038,-2.073,-0.5499,0
"501",5.925,0.956,2.217,2.367,1.434,1.31,1.736,1.983,1.708,1.208,1.161,1.294,0.8759,-185.6,19.35,1.169,1.101,5.338,4.119,-0.928,2.966,-0.5711,0.9951,-1.227,0.7219,-0.7437,0
"502",7.695,1.153,3.014,3.549,1.353,1.798,2.565,2.266,2.552,1.234,1.181,1.418,0.8368,-206.2,18.84,1.187,0.8374,5.429,4.076,-0.4827,3.103,0.001969,1.105,-1.298,0.5304,-0.856,0
"503",9.518,1.872,2.661,2.81,1.754,1.211,1.77,1.878,1.735,1.111,1.033,1.127,0.7999,-228.9,18.44,2.125,0.2967,4.101,2.845,0.2189,2.444,-0.08089,-0.02657,-0.3841,0.8151,-0.5624,0
"504",5.546,1.031,2.238,2.547,1.386,1.495,2.068,1.782,1.935,1.174,1.155,1.199,0.8873,-190.9,18.51,-0.1179,-0.2189,5.938,4.355,-1.127,3.884,-0.9009,1.429,-1.182,0.816,-1.208,0
"505",6.573,0.9871,2.893,3.404,1.34,1.786,2.522,2.16,2.421,1.232,1.115,1.42,0.9107,-205.2,19.23,1.56,1.134,5.402,4.22,-0.5515,2.971,-0.9298,0.6848,-0.6409,1.125,-1.037,0
"506",8.366,0.9884,2.357,2.842,1.338,1.699,2.155,2.062,2.233,1.226,1.055,1.474,0.8951,-181.8,18.72,-0.818,-1.563,4.294,2.799,-1.759,4.753,-2.092,0.6689,-0.7699,-0.2681,-0.7878,0
"507",11.05,1.614,3.03,2.92,2.251,2.008,2.08,2.39,1.951,1.29,1.37,1.536,1.032,-202.1,21.67,7.89,7.381,2.946,3.476,2.575,-1.819,1.768,-0.8654,-0.5222,0.2966,-0.6131,0
"508",5.834,1.101,2.527,2.782,1.33,1.521,2.02,2.089,1.958,1.244,1.091,1.288,0.8526,-184.6,19.25,-0.1131,-0.9305,4.156,2.956,-0.9554,5.146,-1.546,0.8113,-0.3892,-0.2125,-0.4805,0
"509",5.568,1.205,2.395,2.624,1.329,1.435,1.858,2.019,1.806,1.214,1.136,1.258,0.8914,-187.3,19.12,1.229,1.126,5.057,3.937,-0.4649,3.217,-0.2734,1.182,-0.813,0.5939,-0.9649,0
"510",4.832,0.8967,2.109,2.52,1.292,1.596,1.882,1.754,1.798,1.254,1.183,1.307,0.8833,-160.5,18.64,-0.3633,-0.7739,5.72,4.111,-1.574,4.777,-1.147,1.766,-0.7209,0.9061,-0.6515,0
"511",8.61,1.549,2.798,2.583,1.769,1.653,1.77,2.306,1.504,1.387,1.187,1.467,0.8967,-217.5,20.32,4.609,4.329,4.051,3.991,0.9765,0.5589,0.9398,0.04188,-0.8435,0.8676,-0.5279,0
"512",6.6,1.257,2.523,2.676,1.392,1.268,1.78,2.14,1.678,1.299,1.143,1.212,0.8627,-187.2,20.44,4.908,4.586,4.654,4.262,1.408,0.4103,0.6885,0.05144,-0.6238,1.175,-0.9117,0
"513",5.833,1.067,2.616,2.968,1.456,1.627,2.064,2.081,2.033,1.25,1.144,1.404,0.8699,-184.7,19.17,-0.04075,-0.9638,4.644,3.255,-0.8607,4.74,-2.17,0.6086,-0.2339,0.6095,-0.586,0
"514",6.205,1.088,2.516,2.982,1.359,1.712,2.281,2.057,2.441,1.221,1.051,1.534,0.8629,-191.8,17.9,-1.813,-2.059,5.846,3.517,-2.753,4.451,-1.731,1.619,-1.117,0.4646,-0.659,0
"515",8.56,1.225,3.123,3.43,1.378,1.474,2.303,2.547,2.232,1.27,1.085,1.245,0.885,-200.9,19.6,3.054,3.092,5.671,5.083,0.7643,1.732,0.51,0.5752,-0.8692,1.503,-1.245,0
"516",6.08,0.951,2.457,2.961,1.335,1.625,2.158,1.962,2.016,1.241,1.209,1.338,0.8881,-171.6,19.28,0.2172,-0.3964,4.991,3.401,-0.7953,4.584,-1.783,0.6203,-0.2672,0.3931,-0.9611,0
"517",15.82,1.496,2.565,2.383,2.837,2.263,2.038,1.997,1.846,1.352,1.583,1.606,0.875,-185.6,22.15,9.675,9.604,3.049,4.159,4.168,-2.775,3.156,-1.212,-0.8464,0.46,-0.4624,0
"518",9.043,1.751,3.71,3.737,1.476,1.457,2.366,3.063,2.195,1.346,1.215,1.25,0.8881,-223.8,19.81,4.606,4.568,3.977,4.744,2.249,1.208,1.884,-0.4429,-1.167,0.8775,-0.7928,0
"519",4.926,0.7962,1.884,1.853,1.622,1.642,1.562,1.807,1.393,1.302,1.274,1.268,1.076,-224.3,23.28,20.85,14.27,-7.273,-5.919,4.582,-3.603,6.408,1.094,0.5835,-6.098,0.04037,0
"520",14.28,1.302,2.893,3.097,1.665,1.451,1.939,2.561,2.007,1.275,1.138,1.281,0.9195,-219.9,20.04,2.267,1.562,4.075,3.347,-0.2129,2.8,-1.172,-0.07227,-0.4074,0.2476,-0.794,0
"521",4.964,0.7585,2.16,2.761,1.268,1.773,2.317,1.696,2.589,1.179,1.068,1.688,0.912,-180.6,18.54,-1.057,-1.825,5.507,3.012,-2.869,4.32,-1.893,1.599,-1.359,-0.3023,-0.6754,0
"522",6.463,0.8801,2.108,2.627,1.317,1.7,2.155,1.591,2.206,1.182,1.082,1.474,0.9199,-176.7,18.48,-1.657,-2.352,5.473,3.033,-3.104,4.679,-2.514,1.644,-0.5757,0.07177,-1.039,0
"523",9.833,1.504,2.563,2.627,1.684,1.74,1.684,1.982,1.752,1.294,1.209,1.494,0.9091,-191.9,18.99,-0.1746,-1.825,2.49,0.9338,-1.525,4.138,-2.692,0.4116,0.5887,-0.3938,-0.4387,1
"524",7.555,1.334,2.899,2.903,1.733,1.554,1.811,2.477,1.754,1.281,1.177,1.305,0.9017,-190.1,20.48,4.226,4.134,5.004,4.13,0.4203,0.6117,0.7381,0.5119,-1.572,0.4665,-0.4385,0
"525",13.1,1.735,3.375,3.04,2.571,2.214,2.062,2.523,1.775,1.472,1.426,1.599,1.001,-196,21.62,7.506,7.231,3.361,3.695,2.516,-1.363,2.005,-0.61,-0.9482,0.1515,-0.4896,0
"526",45.06,2.244,3.073,3.189,2.083,2.133,1.946,2.392,2.082,1.326,1.308,1.552,0.9235,-199.7,19.06,0.6953,-0.6988,2.576,1.385,-0.9335,3.459,-1.876,0.4327,0.4882,-0.001756,-0.3922,1
"527",6.307,1.264,2.742,3.124,1.348,1.575,2.132,2.063,2,1.292,1.248,1.328,0.9297,-230.8,19.38,1.797,0.9265,4.581,3.158,-0.4933,2.607,-0.7673,0.5005,-0.3895,0.4549,-0.3603,0
"528",9.803,1.811,3.23,3.227,2.086,1.987,1.918,2.715,2.077,1.352,1.286,1.485,0.9952,-200.9,18.87,1.431,0.7236,3.357,2.812,0.01068,2.753,-0.5543,0.3903,-0.03762,0.7822,-0.7904,1
"529",9.509,1.365,3.848,4.048,1.482,1.486,2.936,3.005,2.738,1.376,1.232,1.26,0.8452,-226.4,19.12,3.598,3.989,5.658,5.579,0.9202,1.108,2.061,0.9137,-1.64,1.469,-0.9364,0
"530",6.6,1.102,2.527,2.833,1.38,1.577,2.192,2.023,2.131,1.181,1.106,1.285,0.9299,-203.1,19.13,0.5763,0.07749,4.623,3.438,-1.092,3.487,-1.206,0.847,-0.5501,0.6767,-0.7455,0
"531",7.031,1.277,2.587,2.762,1.423,1.516,1.869,2.2,1.923,1.162,1.196,1.34,0.8971,-206.9,20.2,3.681,3.314,3.88,3.624,1.012,1.6,0.4391,-0.1612,-1.039,0.1214,-0.7769,0
"532",4.77,0.6777,1.224,1.304,1.261,1.228,1.292,1.28,1.105,1.17,1.117,1.156,0.9065,-167.2,18.61,-2.932,-4.849,5.765,1.287,-5.42,5.402,-4.58,1.346,-1.16,-2.112,-0.418,0
"533",8.15,0.9401,2.066,2.473,1.512,2.126,1.589,2.094,2.234,1.147,1.339,1.498,1.016,-237.9,22.7,18.15,11.82,-6.703,-5.622,4.029,-2.531,4.544,0.7458,1.378,-5.599,-0.5079,0
"534",8.956,1.288,3.671,3.971,1.481,1.622,2.898,2.86,2.83,1.351,1.206,1.363,0.8602,-228.3,18.62,1.954,2.167,5.759,5.303,0.1322,2.359,1.244,1.187,-1.175,1.523,-1.093,0
"535",4.866,0.7827,2.072,2.678,1.342,1.727,2.204,1.628,2.286,1.107,1.107,1.666,0.8641,-184.6,18.57,-1.788,-3.224,5.06,2.344,-2.824,4.834,-4.234,0.2637,-0.2793,-0.1514,-1.141,0
"536",46.67,2.028,2.632,2.837,1.938,2.014,1.869,2.059,1.994,1.332,1.326,1.446,0.9773,-212.4,18.65,0.2079,-1.203,2.901,1.574,-1.028,3.695,-1.995,0.4762,0.388,0.08349,-0.5798,1
"537",58.47,2.224,2.513,2.822,1.546,1.807,1.753,2.181,2.102,1.213,1.265,1.449,0.9073,-188,18.67,0.1098,-0.9573,2.859,1.859,-0.9388,3.854,-1.798,0.5579,0.2813,0.2543,-0.6702,1
"538",13.34,1.813,2.578,2.678,1.825,1.277,1.751,1.86,1.733,1.173,1.098,1.214,0.8901,-226.7,18.71,2.613,0.9889,4.096,2.877,0.2109,1.636,-0.1194,-0.1232,-0.5148,1.061,-0.2452,0
"539",271.8,8.481,2.253,2.515,1.855,2.232,1.906,1.773,2.239,1.281,1.199,1.762,1.056,-319,15.46,0.4763,-1.38,1.986,0.3704,-0.8966,3.475,-2.045,0.2821,0.6772,-0.8254,-0.564,1
"540",6.913,0.7633,1.416,1.757,1.299,1.445,1.579,1.45,1.419,1.157,1.128,1.354,0.9277,-152.4,19.03,-1.629,-3.472,4.613,1.424,-3.661,4.994,-4.303,0.4843,-0.525,-1.388,-0.5042,0
"541",7.216,1.433,2.908,3.235,1.422,1.455,2.08,2.393,1.866,1.245,1.179,1.273,0.8656,-205.3,19.84,3.133,2.811,4.493,4.249,0.9538,2.463,0.5255,0.1698,-0.7326,0.5156,-0.9058,0
"542",5.814,0.8521,2.425,2.978,1.35,1.898,2.411,1.847,2.704,1.121,1.059,1.678,0.8667,-178,18.14,-1.879,-2.679,5.816,3.426,-3.019,5.268,-2.521,1.348,-1.084,-0.1177,-0.7274,0
"543",7.479,1.135,3,3.524,1.389,1.808,2.457,2.231,2.514,1.238,1.146,1.383,0.8929,-206.5,18.71,0.7299,0.2054,5.051,3.778,-0.1927,3.673,-0.594,0.8215,-0.547,0.7433,-1.041,0
"544",7.386,1.561,3.187,3.46,1.327,1.474,1.995,2.451,1.822,1.469,1.265,1.356,0.8869,-226.4,19.7,3.323,2.678,4.47,3.508,0.3689,1.452,0.3195,0.5366,-0.226,0.9709,-0.3087,0
"545",9.076,1.162,2.159,2.796,1.882,2.413,1.519,2.482,2.422,1.101,1.59,1.355,0.9906,-237.7,21.81,17.45,11.58,-6.156,-4.38,4.54,-1.768,5.731,1.719,1.384,-4.294,-0.6519,0
"546",6.14,1.082,2.849,3.444,1.377,1.916,2.618,2.168,2.583,1.263,1.139,1.484,0.8641,-200.8,19.12,1.355,0.9716,5.074,4.007,-0.05953,2.955,-0.9739,0.1141,-0.7847,0.9624,-0.8354,0
"547",9.431,0.8965,1.785,1.676,1.679,1.714,1.648,1.895,1.325,1.217,1.329,1.341,1.141,-217.9,23.92,21.61,15.23,-7.712,-6.088,5.301,-4.317,6.895,0.823,0.9505,-6.177,0.04901,0
"548",5.96,0.9779,2.188,2.341,1.43,1.326,1.648,1.972,1.718,1.24,1.121,1.231,0.9222,-185.9,19.47,1.557,1.453,5.16,4.12,-0.6102,2.695,-0.3861,0.9091,-1.115,0.8244,-0.7942,0
"549",6.201,0.9773,2.515,2.834,1.45,1.586,2.171,2.151,2.285,1.17,1.07,1.347,0.876,-202.1,18.54,-0.8315,-0.9272,5.748,3.883,-2.307,4.229,-0.9539,1.925,-1.153,0.6307,-0.6049,0
"550",5.904,0.9027,2.231,2.708,1.332,1.612,2.012,1.897,1.975,1.259,1.139,1.36,0.935,-162.7,18.92,-1.121,-2.152,4.977,2.84,-2.114,5.346,-2.758,0.8091,-0.5466,-0.2286,-0.6856,0
"551",188.5,5.945,2.256,2.482,1.674,1.904,1.822,1.731,1.851,1.272,1.299,1.831,1.202,-227.6,17.23,-0.5141,-2.022,2.227,0.5581,-1.789,4.103,-2.744,0.4165,0.3164,-0.8137,-0.6015,1
"552",9.615,1.394,2.631,2.488,1.862,1.555,1.767,2.017,1.523,1.285,1.266,1.356,0.8643,-173.3,21.29,5.845,5.668,3.978,3.817,1.613,-0.2154,1.086,-0.2028,-0.8985,0.4551,-0.4791,0
"553",7.744,1.262,3.192,3.429,1.426,1.45,2.278,2.648,2.02,1.341,1.147,1.266,0.8708,-191.5,20.3,4.186,4.321,4.997,4.906,1.51,1.54,1.293,0.4662,-0.9767,0.9,-0.9517,0
"554",5.81,1.06,2.616,3.105,1.273,1.741,2.278,1.886,2.255,1.194,1.138,1.394,0.8991,-182.1,18.87,-0.1795,-0.4305,5.465,3.788,-1.634,4.032,-0.7067,1.576,-1.095,0.5444,-0.4636,0
"555",3.891,2.206,2.211,1.997,1.729,1.43,1.362,1.079,1.12,1.059,1.013,0.9695,0.853,-238,16.23,-1.74,-4.802,4.713,1.465,-1.461,3.9,-3.423,-0.005129,0.8471,1.714,1.08,0
"556",4.919,0.813,1.962,2.499,1.327,1.686,2.026,1.446,1.89,1.107,1.127,1.339,0.8201,-182.2,19.52,0.3895,-0.6624,4.651,2.678,-1.892,3.977,-1.914,1.214,0.151,0.2844,-0.5196,0
"557",6.667,1.202,2.645,2.667,1.383,1.298,1.958,2.172,1.732,1.242,1.118,1.221,0.8948,-222,20,3.481,3.275,4.315,4.368,0.8718,1.999,0.4196,-0.003603,-0.8336,0.8919,-0.8158,0
"558",53.88,4.627,2.264,2.19,3.011,2.368,2.506,2.463,2.556,1.985,2.808,1.61,1.222,-253.6,18.06,10.51,5.105,0.7301,-1.788,-1.637,-1.009,4.54,4.23,-2.179,-3.673,1.008,0
"559",6.264,0.9128,2.189,2.685,1.326,1.683,2.155,1.655,2,1.182,1.082,1.409,0.9558,-160.8,18.76,-1.38,-2.677,4.767,2.396,-2.587,5.241,-3.141,1.027,-0.3966,-0.321,-0.6901,0
"560",4.842,0.7679,2.138,2.697,1.385,1.787,2.256,1.475,2.364,1.132,1.08,1.572,0.8928,-176.2,19.09,-0.3979,-1.676,4.615,2.247,-2.914,3.609,-2.794,0.8461,-0.286,0.2351,0.09237,0
"561",7.014,1.271,2.831,3,1.435,1.484,1.936,2.329,1.644,1.404,1.173,1.326,0.8918,-178.6,20.5,3.271,2.807,4.228,3.501,0.3433,2.138,-0.1432,0.4535,-0.3936,0.4624,-0.334,0
"562",8.482,1.325,2.264,2.481,1.713,1.903,1.681,1.978,1.867,1.158,1.248,1.458,0.8549,-210.2,18.98,1.111,-0.01815,3.288,2.283,-0.3712,3.247,-1.131,0.3603,0.1086,0.3433,-0.6835,1
"563",8.786,1.161,3.753,4.532,1.391,2.037,3.161,2.77,3.416,1.301,1.071,1.666,0.8539,-222.4,18.42,0.2881,-0.748,5.4,3.862,-0.3822,3.855,-1.276,0.4076,-0.526,0.9921,-0.6501,0
"564",5.926,0.9519,2.233,2.344,1.384,1.287,1.82,2.011,1.803,1.23,1.145,1.2,0.9374,-186,19.5,1.541,1.405,4.938,3.923,-0.5696,2.882,-0.4836,0.8324,-0.9862,0.6536,-0.8839,0
"565",7.552,0.9999,2.87,3.207,1.503,1.569,2.233,2.338,2.189,1.275,1.133,1.282,0.8452,-188.5,19.14,-0.1723,-0.3566,6.338,4.411,-1.842,4.433,-1.258,1.725,-1.285,0.4844,-0.6901,0
"566",5.123,0.8864,1.965,2.383,1.375,1.632,1.897,1.629,1.741,1.199,1.127,1.257,0.8787,-171.1,19.01,-0.6836,-1.198,4.871,3.381,-1.15,5.45,-1.923,0.8098,-0.6675,-0.3069,-0.7624,0
"567",4.963,0.7473,2.086,2.712,1.286,1.794,2.324,1.669,2.532,1.175,1.048,1.656,0.8987,-181.2,18.56,-1.437,-2.252,5.464,2.962,-2.974,4.68,-2.809,1.004,-0.7101,-0.2292,-1.043,0
"568",6.735,1.064,2.509,2.897,1.45,1.612,2.126,2.025,2.18,1.197,1.173,1.36,0.8826,-178.5,18.9,-0.27,-0.8773,4.424,2.826,-1.375,4.356,-1.411,1.242,-0.3994,0.1478,-0.7329,0
"569",5.061,0.8444,1.957,2.381,1.325,1.518,1.767,1.64,1.67,1.151,1.124,1.233,0.8681,-171.4,18.95,-0.7116,-1.68,4.831,3.138,-1.607,5.509,-2.001,1.146,-0.1643,0.009607,-0.8663,0
"570",6.347,1.01,2.566,3.08,1.468,1.577,2.128,2.107,2.029,1.191,1.14,1.306,0.884,-191.6,18.66,-1.143,-2.581,4.57,2.559,-1.65,5.052,-3.342,0.3298,-0.2371,0.2626,-0.4551,0
"571",5.273,0.963,2.283,2.707,1.359,1.616,1.968,1.729,2.024,1.122,1.105,1.235,0.8579,-161.4,18.72,-0.4422,-1.022,5.372,3.662,-1.839,4.531,-1.146,2.074,-0.6151,0.6261,-0.7148,0
"572",6.777,1.456,2.71,3.035,1.538,1.564,2.119,2.301,1.977,1.227,1.163,1.297,0.8865,-215.6,20.02,4.718,4.365,4.966,4.415,0.7866,0.03362,0.9384,-0.1945,-1.54,0.6987,-0.5639,0
"573",5.211,0.9031,2.186,2.576,1.331,1.569,1.986,1.674,2.004,1.239,1.045,1.338,0.871,-179.5,19.1,0.004983,-0.7275,4.855,2.786,-2.112,3.506,-1.793,1.299,-0.5432,0.3801,-0.2212,0
"574",7.757,1.119,2.983,3.352,1.46,1.627,2.276,2.494,2.239,1.362,1.16,1.347,0.8933,-196.4,18.89,-0.06344,-0.5689,5.323,3.556,-1.301,3.669,-1.701,0.9617,-0.7526,0.623,-0.9557,0
"575",6.791,1.006,2.889,3.296,1.306,1.569,2.345,2.373,2.356,1.291,1.114,1.331,0.8111,-204,19.09,1.015,1.378,5.867,4.95,-0.2199,3.484,-0.1149,0.83,-0.971,0.939,-1.113,0
"576",6.177,1.101,2.445,2.65,1.428,1.45,1.912,2.11,1.806,1.248,1.097,1.301,0.8574,-189.3,19.69,2.429,2.55,5.811,4.822,0.07032,2.469,-0.1484,0.5369,-1.358,0.8483,-0.8122,0
"577",7.418,1.465,2.809,2.751,1.724,1.55,1.88,2.305,1.832,1.236,1.216,1.327,0.8667,-204.7,20.64,5.85,5.813,4.077,4.099,1.955,-0.3394,1.736,-0.249,-1.283,0.3202,-0.6629,0
"578",18.88,2.161,2.99,3.233,1.902,1.316,1.957,2.136,1.873,1.347,1.124,1.163,0.8917,-224.3,17.95,2.33,0.7955,3.046,2.165,0.6065,1.527,0.9267,0.4728,0.2992,1.098,-0.8011,0
"579",11.39,1.738,3.443,3.493,1.847,1.639,2.198,2.703,1.869,1.318,1.225,1.257,0.9365,-193.9,19.98,4.778,5.045,5.124,5.172,1.83,0.6418,2.043,0.4933,-0.8987,1.366,-1.099,0
"580",5.249,0.9949,2.313,2.588,1.298,1.48,1.947,1.906,1.878,1.262,1.174,1.207,0.8726,-226.3,19.59,2.11,1.785,4.779,3.748,-0.06148,2.63,-0.2447,0.9892,-0.606,0.7204,-1.051,0
"581",8.224,1.309,2.044,2.36,2.03,2.671,1.531,2.216,2.374,1.27,1.59,1.606,1.106,-239.9,21.23,17.09,10.75,-6.45,-5.558,2.824,-2.478,5.002,1.698,1.121,-4.627,0.07451,0
"582",5.562,0.9123,2.196,2.717,1.395,1.706,2.078,1.817,2.012,1.151,1.11,1.4,0.9513,-175.3,18.3,-1.534,-2.222,5.241,2.832,-2.981,4.659,-1.97,1.973,-0.5376,0.1765,-0.2729,0
"583",6.363,1.302,2.523,2.63,1.385,1.38,1.742,2.083,1.565,1.393,1.187,1.228,0.8437,-186.2,20.01,2.957,2.465,3.867,3.041,0.1159,1.909,0.2957,1.048,-0.1095,0.5265,-0.6702,0
"584",8.288,1.346,2.713,2.81,1.486,1.386,2.079,2.2,1.943,1.263,1.146,1.303,0.848,-220.5,20.04,3.738,3.612,4.238,4.277,1.049,1.726,0.9501,0.3588,-0.9039,0.5476,-1.096,0
"585",12.06,1.546,3.371,3.079,2.225,1.913,1.99,2.659,1.751,1.481,1.289,1.468,0.98,-201.2,21.52,6.711,6.427,3.582,3.602,1.765,-0.9631,1.349,-0.4675,-1.064,0.04643,-0.4522,0
"586",7.278,1.202,2.31,2.394,1.542,1.471,1.787,1.949,1.762,1.197,1.089,1.352,0.9176,-217.5,20.57,4.96,4.718,4.215,3.863,0.9352,0.1709,0.7393,0.008893,-0.8823,0.7032,-0.7,0
"587",7.189,1.337,2.793,2.786,1.414,1.362,1.877,2.492,1.685,1.285,1.09,1.279,0.9061,-220.6,20.15,3.958,3.639,3.979,3.744,0.7494,1.269,0.9218,0.3933,-1.096,0.06259,-0.9407,0
"588",5.197,1.037,2.141,2.485,1.373,1.564,1.928,1.761,1.823,1.232,1.149,1.316,0.8522,-189.1,18.73,0.3788,0.1155,5.157,3.757,-0.8639,3.973,-0.7133,1.429,-0.6526,0.5069,-1.085,0
"589",6.66,1.176,2.7,2.906,1.451,1.371,1.952,2.417,1.891,1.327,1.152,1.338,0.8294,-188.9,19.48,2.394,2.4,5.776,5.2,0.8535,2.461,-0.4985,0.008325,-0.9869,1.525,-1.399,0
